Virtual environment activated.
Epoch 1/30 | val: {'dice': 0.6931818181818182, 'iou': 0.6931818181818182, 'boundary_f1': 0.6931818344376304, 'betti0_err': 0.9772727272727273, 'betti1_err': 0.7045454545454546, 'pd_dist': 0.2158394431300921}
Epoch 2/30 | val: {'dice': 0.6931818181818182, 'iou': 0.6931818181818182, 'boundary_f1': 0.6931818344376304, 'betti0_err': 0.9772727272727273, 'betti1_err': 0.7045454545454546, 'pd_dist': 0.22347983341703329}
Epoch 3/30 | val: {'dice': 0.6931818181818182, 'iou': 0.6931818181818182, 'boundary_f1': 0.6931818344376304, 'betti0_err': 0.9772727272727273, 'betti1_err': 0.7045454545454546, 'pd_dist': 0.21309954213611285}
Epoch 4/30 | val: {'dice': 0.6931818181818182, 'iou': 0.6931818181818182, 'boundary_f1': 0.6931818344376304, 'betti0_err': 0.9772727272727273, 'betti1_err': 0.7045454545454546, 'pd_dist': 0.20183421358749987}
Epoch 5/30 | val: {'dice': 0.6931818181818182, 'iou': 0.6931818181818182, 'boundary_f1': 0.6931818344376304, 'betti0_err': 0.9772727272727273, 'betti1_err': 0.7045454545454546, 'pd_dist': 0.1946732978615496}
Epoch 6/30 | val: {'dice': 0.6932462562214244, 'iou': 0.6932142214341597, 'boundary_f1': 0.693295874378898, 'betti0_err': 0.9545454545454546, 'betti1_err': 0.7045454545454546, 'pd_dist': 0.19456020214775768}
Epoch 7/30 | val: {'dice': 0.69408118724823, 'iou': 0.6936701536178589, 'boundary_f1': 0.6944372816519304, 'betti0_err': 0.9375, 'betti1_err': 0.7045454545454546, 'pd_dist': 0.19838234163123597}
Epoch 8/30 | val: {'dice': 0.694847583770752, 'iou': 0.6941209977323358, 'boundary_f1': 0.7110029567371715, 'betti0_err': 0.8409090909090909, 'betti1_err': 0.6931818181818182, 'pd_dist': 0.20194666553171878}
Epoch 9/30 | val: {'dice': 0.6950106458230452, 'iou': 0.6942134987224232, 'boundary_f1': 0.7010764533823187, 'betti0_err': 0.8579545454545454, 'betti1_err': 0.6875, 'pd_dist': 0.19132385162172058}
Epoch 10/30 | val: {'dice': 0.6405205482786352, 'iou': 0.6386488974094391, 'boundary_f1': 0.7596938014030457, 'betti0_err': 0.8579545454545454, 'betti1_err': 0.6875, 'pd_dist': 0.22646753129946126}
Epoch 11/30 | val: {'dice': 0.6966753168539568, 'iou': 0.6950920495119962, 'boundary_f1': 0.7658442421392961, 'betti0_err': 0.7670454545454546, 'betti1_err': 0.6875, 'pd_dist': 0.2013130549706956}
Epoch 12/30 | val: {'dice': 0.6689688292416659, 'iou': 0.6670617461204529, 'boundary_f1': 0.7678224281831221, 'betti0_err': 0.8181818181818182, 'betti1_err': 0.6931818181818182, 'pd_dist': 0.20526809942814814}
Epoch 13/30 | val: {'dice': 0.635231838984923, 'iou': 0.6331633221019398, 'boundary_f1': 0.8019646460359747, 'betti0_err': 0.8068181818181818, 'betti1_err': 0.6931818181818182, 'pd_dist': 0.22071837909157896}
Epoch 14/30 | val: {'dice': 0.6846317757259716, 'iou': 0.6833492354913191, 'boundary_f1': 0.7439378662542864, 'betti0_err': 0.7159090909090909, 'betti1_err': 0.7045454545454546, 'pd_dist': 0.19650238144438223}
Epoch 15/30 | val: {'dice': 0.6401371603662317, 'iou': 0.6384079131213102, 'boundary_f1': 0.7400133393027566, 'betti0_err': 0.7670454545454546, 'betti1_err': 0.7045454545454546, 'pd_dist': 0.20155346882993994}
Epoch 16/30 | val: {'dice': 0.6361386938528582, 'iou': 0.6336344859816812, 'boundary_f1': 0.7352728030898354, 'betti0_err': 0.8181818181818182, 'betti1_err': 0.6931818181818182, 'pd_dist': 0.19917120886629888}
Epoch 17/30 | val: {'dice': 0.6374834098599174, 'iou': 0.6343401534990831, 'boundary_f1': 0.7859506173567339, 'betti0_err': 0.7784090909090909, 'betti1_err': 0.6931818181818182, 'pd_dist': 0.20574659372264198}
Epoch 18/30 | val: {'dice': 0.6374426077712666, 'iou': 0.6343247917565432, 'boundary_f1': 0.7588594501668756, 'betti0_err': 0.8068181818181818, 'betti1_err': 0.6988636363636364, 'pd_dist': 0.19261493370935864}
Epoch 19/30 | val: {'dice': 0.6372189196673307, 'iou': 0.6341935775496743, 'boundary_f1': 0.7545312751423229, 'betti0_err': 0.7670454545454546, 'betti1_err': 0.7045454545454546, 'pd_dist': 0.19587654070471114}
Epoch 20/30 | val: {'dice': 0.6373937400904569, 'iou': 0.6343009742823514, 'boundary_f1': 0.7596328475258567, 'betti0_err': 0.8352272727272727, 'betti1_err': 0.6988636363636364, 'pd_dist': 0.18938955840546282}
Epoch 21/30 | val: {'dice': 0.6333547695116564, 'iou': 0.6294784058224071, 'boundary_f1': 0.7683140906420621, 'betti0_err': 0.8806818181818182, 'betti1_err': 0.6988636363636364, 'pd_dist': 0.19877624803541502}
